ID,earnings,sex,age,mrd,educ,cworker,region,race,height,weight,occupation
2187,23362.87305,0,31,1,12,1,3,1,67,100,8
2188,84054.75,0,27,6,18,1,4,4,62,100,2
2189,28560.38672,0,46,1,14,1,1,2,65,210,2
2190,49430.10938,0,42,1,12,1,3,1,62,130,1
2191,44152.16016,0,38,1,16,1,1,1,67,125,2
2192,15081.97559,1,28,1,12,4,3,1,70,190,5
2193,84054.75,1,39,1,18,3,1,4,71,190,2
2194,38925.33594,1,39,4,16,1,2,1,76,180,1
2195,49430.10938,1,39,4,14,1,1,1,68,180,11
2196,20305.50977,0,39,6,6,1,4,3,65,190,8
2197,84054.75,1,46,1,16,6,1,1,71,165,2
2198,23362.87305,1,52,1,11,1,1,3,63,189,11
2199,84054.75,1,30,6,17,6,3,1,70,165,8
2200,84054.75,0,34,3,16,1,2,1,68,140,1
2201,84054.75,1,25,1,17,1,3,1,72,185,2
2202,18168.8418,0,31,5,13,1,4,1,63,217,8
2203,19237.19531,0,38,6,13,4,2,2,62,103,5
2204,33712.96875,1,32,1,12,6,2,1,70,180,9
2205,49430.10938,0,27,1,14,1,3,1,63,125,4
2206,49430.10938,1,37,1,12,1,4,1,67,165,1
2207,28560.38672,0,35,3,14,3,3,1,65,175,3
2208,84054.75,1,48,1,16,3,1,1,67,185,2
2209,17171.26367,1,31,1,6,1,2,3,65,160,9
2210,84054.75,0,31,6,17,1,1,1,68,133,3
2211,44152.16016,1,28,1,14,4,3,1,70,210,3
2212,6711.287598,0,65,5,7,6,3,2,60,170,8
2213,28560.38672,0,44,4,13,4,3,3,59,120,5
2214,23362.87305,0,41,4,17,5,3,3,62,100,2
2215,12954.76563,0,63,6,10,1,1,3,62,140,13
2216,17171.26367,0,36,6,13,1,2,1,65,130,15
2217,84054.75,0,41,1,14,1,4,1,65,150,2
2218,28560.38672,0,25,1,9,1,1,3,61,135,13
2219,84054.75,1,57,1,18,2,3,1,68,170,1
2220,23362.87305,0,35,6,14,1,4,1,64,150,2
2221,84054.75,0,28,1,14,1,2,1,68,211,5
2222,28560.38672,1,54,1,12,1,3,2,63,160,11
2223,28560.38672,0,32,6,17,4,2,1,66,212,2
2224,28560.38672,0,34,1,12,1,3,1,67,125,1
2225,38925.33594,1,55,1,7,1,1,1,66,260,8
2226,84054.75,1,48,1,11,1,1,1,68,197,4
2227,18168.8418,0,53,1,12,1,2,1,62,182,13
2228,23362.87305,0,45,1,17,3,4,1,65,150,5
2229,84054.75,0,42,1,16,1,2,1,66,145,1
2230,28560.38672,0,27,5,16,1,1,1,64,130,5
2231,84054.75,1,39,1,13,1,1,1,71,202,15
2232,33712.96875,0,56,1,12,1,1,1,64,165,4
2233,84054.75,1,32,1,15,1,3,1,69,240,2
2234,23362.87305,0,29,1,12,4,2,1,69,154,8
2235,33712.96875,1,44,1,13,1,1,1,69,220,4
2236,84054.75,0,49,1,18,6,2,1,70,175,2
2237,33712.96875,0,56,1,12,1,3,3,67,135,8
2238,38925.33594,0,35,1,10,1,3,1,65,200,13
2239,20305.50977,1,41,4,12,4,3,2,65,125,14
2240,16081.58789,0,25,6,13,1,3,1,67,128,8
2241,44152.16016,0,39,2,12,1,1,3,63,112,1
2242,12954.76563,0,29,6,13,3,4,1,64,203,2
2243,23362.87305,0,51,6,18,1,2,1,65,120,1
2244,49430.10938,0,38,1,12,1,2,1,67,135,5
2245,20305.50977,0,34,1,16,1,1,1,61,107,8
2246,84054.75,1,48,1,11,4,3,1,70,190,13
2247,28560.38672,0,31,6,18,1,3,1,60,95,3
2248,49430.10938,1,34,1,16,1,1,4,66,162,4
2249,23362.87305,0,33,4,14,1,2,1,63,120,3
2250,18168.8418,0,60,3,12,1,2,1,66,153,5
2251,28560.38672,0,36,1,12,1,2,1,61,124,8
2252,84054.75,1,37,1,18,2,4,1,72,160,1
2253,84054.75,0,50,1,16,3,3,1,64,140,2
2254,44152.16016,1,27,1,12,1,3,3,66,135,4
2255,38925.33594,1,28,2,16,1,4,4,65,150,2
2256,23362.87305,1,50,1,16,1,3,1,73,236,2
2257,38925.33594,0,48,1,14,2,1,1,64,200,2
2258,49430.10938,1,39,1,12,1,1,3,64,150,13
2259,33712.96875,1,28,6,13,1,3,1,70,195,4
2260,38925.33594,0,60,1,16,4,3,2,64,166,1
2261,84054.75,0,26,1,12,3,1,1,64,125,1
2262,84054.75,0,60,1,18,5,1,1,62,140,5
2263,28560.38672,0,30,4,14,1,2,1,69,130,5
2264,84054.75,0,37,1,14,1,4,1,65,112,1
2265,49430.10938,1,40,1,17,6,3,1,72,170,4
2266,28560.38672,1,39,1,10,6,3,1,75,160,9
2267,20305.50977,0,58,4,8,1,2,1,64,145,15
2268,38925.33594,1,26,6,17,1,2,1,73,170,4
2269,84054.75,1,56,1,18,5,1,1,69,152,1
2270,23362.87305,1,37,1,14,1,3,1,70,125,10
2271,33712.96875,1,51,4,14,1,3,1,75,190,10
2272,44152.16016,1,34,1,16,1,4,1,74,185,4
2273,28560.38672,1,26,6,14,1,3,1,67,220,5
2274,44152.16016,1,42,1,12,5,1,1,70,220,1
2275,23362.87305,0,47,4,13,1,1,1,66,130,8
2276,33712.96875,0,41,1,16,1,4,1,70,156,4
2277,49430.10938,1,59,1,13,1,2,1,72,200,4
2278,38925.33594,0,27,1,15,1,1,1,65,176,5
2279,49430.10938,0,35,1,16,1,2,1,66,125,2
2280,33712.96875,0,41,4,5,1,3,2,67,145,1
2281,38925.33594,1,31,1,16,2,2,1,70,180,10
2282,17171.26367,1,38,4,12,1,3,1,72,155,4
2283,49430.10938,1,31,6,18,1,4,4,70,170,2
2284,19237.19531,1,38,6,12,4,3,2,74,180,14
2285,11953.45508,0,46,5,11,1,2,3,60,180,13
2286,23362.87305,0,43,1,12,1,1,1,61,106,5
2287,11953.45508,1,34,6,12,1,1,1,66,154,4
2288,38925.33594,1,40,4,16,1,4,1,74,175,2
2289,9857.505859,1,48,1,7,5,3,1,71,240,14
2290,49430.10938,0,53,4,13,1,4,1,64,200,1
2291,10865.42871,0,48,3,12,1,3,2,65,170,8
2292,44152.16016,0,25,1,16,1,1,1,63,130,2
2293,84054.75,1,36,1,14,4,4,3,72,196,7
2294,84054.75,1,25,1,16,1,2,1,68,165,4
2295,16081.58789,0,54,3,12,1,4,1,62,169,12
2296,15081.97559,0,42,1,13,6,2,1,61,115,6
2297,23362.87305,1,44,1,10,1,2,1,69,240,8
2298,49430.10938,0,41,1,16,1,1,1,67,135,2
2299,84054.75,1,44,1,18,4,2,1,76,225,2
2300,28560.38672,0,37,5,13,3,1,2,63,120,5
2301,38925.33594,1,50,1,14,3,4,1,66,155,8
2302,16081.58789,1,27,1,11,1,2,1,72,195,4
2303,44152.16016,0,42,1,13,1,2,1,64,150,5
2304,28560.38672,1,27,6,12,1,1,1,72,175,9
2305,33712.96875,1,33,1,12,1,1,1,73,185,12
2306,84054.75,1,54,1,12,4,2,1,69,195,7
2307,84054.75,0,43,1,13,3,2,1,62,105,5
2308,28560.38672,0,48,4,14,1,3,1,70,200,3
2309,23362.87305,0,61,1,12,1,4,1,67,118,5
2310,28560.38672,0,39,6,12,1,1,3,59,135,5
2311,44152.16016,1,48,3,12,1,2,1,68,170,12
2312,19237.19531,1,31,4,12,1,3,3,67,145,13
2313,44152.16016,0,51,1,11,1,4,1,67,210,1
2314,84054.75,0,63,1,12,4,3,1,63,93,1
2315,9857.505859,1,28,6,11,1,3,2,70,175,15
2316,33712.96875,0,47,4,12,1,4,1,67,170,8
2317,8826.651367,0,45,3,14,1,3,2,63,250,13
2318,44152.16016,1,50,4,12,1,2,1,67,198,5
2319,84054.75,1,45,1,16,1,2,1,66,130,2
2320,4726.391113,0,62,6,7,1,3,2,64,95,8
2321,15081.97559,0,45,3,12,1,2,1,66,140,5
2322,28560.38672,1,30,6,11,1,4,2,72,175,5
2323,23362.87305,1,64,1,12,6,3,1,70,230,10
2324,84054.75,1,50,1,17,4,4,3,68,170,1
2325,84054.75,1,54,1,18,4,4,1,69,191,7
2326,49430.10938,1,57,1,12,1,3,1,72,245,1
2327,84054.75,1,53,1,11,2,2,1,69,158,5
2328,23362.87305,0,65,3,11,1,1,1,61,140,3
2329,49430.10938,0,45,1,14,1,3,1,68,240,3
2330,84054.75,1,42,1,13,6,4,1,68,180,14
2331,49430.10938,1,26,6,12,1,1,3,69,175,1
2332,33712.96875,1,35,1,12,1,1,1,71,175,13
2333,84054.75,1,53,1,17,4,1,1,68,155,2
2334,44152.16016,1,59,1,12,1,2,1,69,200,10
2335,23362.87305,1,30,4,13,1,3,1,67,149,13
2336,23362.87305,0,25,1,12,1,3,1,59,180,4
2337,84054.75,1,35,4,15,1,2,3,69,155,3
2338,84054.75,0,45,1,16,4,3,1,68,175,2
2339,84054.75,1,42,1,18,3,1,1,73,170,2
2340,33712.96875,0,46,1,12,4,2,1,62,130,1
2341,44152.16016,0,26,1,12,1,2,1,64,130,15
2342,18168.8418,1,56,3,16,5,3,2,73,235,15
2343,49430.10938,0,45,1,15,1,2,1,65,130,2
2344,23362.87305,0,29,6,16,4,2,1,68,250,2
2345,44152.16016,1,30,6,12,1,2,1,70,180,13
2346,23362.87305,0,46,1,15,1,1,1,70,155,13
2347,84054.75,0,33,1,16,1,4,4,59,125,2
2348,84054.75,1,30,1,14,1,4,1,68,215,7
2349,23362.87305,0,54,6,17,1,3,1,66,180,1
2350,14021.39453,1,33,1,18,1,4,3,72,198,5
2351,84054.75,1,50,1,18,1,1,1,72,165,2
2352,84054.75,1,46,1,16,1,2,1,72,175,14
2353,18168.8418,1,44,4,12,1,1,1,61,180,5
2354,84054.75,1,47,1,15,3,1,1,71,185,7
2355,84054.75,0,53,4,16,1,3,1,68,150,2
2356,44152.16016,1,47,1,12,1,3,1,68,165,4
2357,33712.96875,0,47,4,16,1,2,1,66,140,1
2358,18168.8418,1,30,6,12,1,3,1,68,220,5
2359,28560.38672,0,46,4,18,4,3,1,64,170,2
2360,84054.75,0,57,1,18,4,2,1,64,140,2
2361,84054.75,0,45,1,16,2,3,1,63,130,5
2362,44152.16016,0,28,4,12,1,1,1,63,103,1
2363,44152.16016,0,37,1,16,4,2,1,63,130,2
2364,28560.38672,0,62,1,12,4,2,1,61,165,8
2365,33712.96875,1,48,4,14,1,4,1,73,210,12
2366,44152.16016,0,28,1,18,4,3,1,68,130,2
2367,84054.75,1,61,1,15,1,3,1,74,245,1
2368,28560.38672,0,39,1,12,1,2,1,62,130,13
2369,23362.87305,1,42,4,15,1,3,1,74,170,4
2370,84054.75,1,33,1,12,4,3,1,72,210,11
2371,19237.19531,1,36,1,12,1,1,1,72,195,5
2372,84054.75,1,39,1,12,1,2,1,68,200,5
2373,38925.33594,0,57,3,11,1,1,1,67,189,5
2374,84054.75,1,54,4,12,1,4,1,67,185,5
2375,84054.75,0,30,1,12,1,3,1,61,125,5
2376,38925.33594,1,30,6,12,1,3,1,71,167,11
2377,84054.75,1,48,1,16,6,3,1,72,175,4
2378,84054.75,1,48,1,12,1,3,1,68,166,14
2379,84054.75,0,49,1,11,1,1,1,67,185,8
2380,28560.38672,1,25,6,17,1,4,1,72,155,4
2381,38925.33594,1,42,1,11,1,2,1,69,147,13
2382,28560.38672,1,37,1,17,1,3,1,74,185,2
2383,20305.50977,0,33,1,7,1,3,3,63,125,5
2384,44152.16016,0,36,1,13,3,2,1,65,115,5
2385,9857.505859,1,36,1,9,1,3,3,65,150,9
2386,6711.287598,1,34,2,12,1,1,1,70,222,13
2387,84054.75,1,50,1,17,1,1,3,72,160,1
2388,23362.87305,0,49,6,12,1,3,2,64,201,13
2389,84054.75,0,27,6,15,1,4,3,69,115,4
2390,23362.87305,0,38,4,12,1,4,1,66,120,3
2391,84054.75,0,41,1,18,1,1,1,64,106,2
2392,20305.50977,1,47,1,12,4,3,2,69,165,1
2393,33712.96875,1,28,6,12,1,3,2,71,232,15
2394,44152.16016,1,43,1,16,1,3,1,68,178,4
2395,84054.75,0,47,4,16,1,4,1,68,150,4
2396,33712.96875,1,33,6,11,1,1,1,72,165,10
2397,84054.75,0,59,1,14,1,4,1,63,126,1
2398,9857.505859,0,31,1,8,1,3,1,58,92,8
2399,84054.75,0,44,1,12,2,3,2,62,170,5
2400,84054.75,1,34,1,13,1,3,1,68,185,5
2401,19237.19531,0,55,4,6,1,4,4,60,125,8
2402,10865.42871,0,61,1,11,6,2,1,63,155,6
2403,28560.38672,1,32,1,12,1,3,1,70,230,11
2404,8826.651367,0,60,1,12,6,4,1,63,160,8
2405,84054.75,0,54,1,18,3,2,4,62,130,2
2406,14021.39453,0,49,6,18,6,2,1,64,230,2
2407,84054.75,1,50,1,13,4,2,2,71,180,7
2408,28560.38672,1,55,4,12,1,2,1,68,193,13
2409,84054.75,0,36,6,18,1,3,1,64,110,2
2410,20305.50977,1,38,1,12,1,3,1,75,180,4
2411,84054.75,1,45,1,16,2,4,1,69,168,3
2412,44152.16016,1,37,1,12,1,3,1,70,200,15
2413,84054.75,1,29,6,16,5,1,1,66,140,1
2414,84054.75,1,51,3,16,6,4,1,73,180,9
2415,28560.38672,0,33,1,12,4,3,1,66,145,2
2416,33712.96875,0,48,4,12,2,1,1,64,130,3
2417,84054.75,1,48,6,15,1,1,1,70,220,13
2418,84054.75,0,48,1,14,1,1,2,64,165,4
2419,49430.10938,0,33,1,13,1,2,1,60,115,12
2420,20305.50977,0,53,1,10,1,3,2,64,160,13
2421,84054.75,0,44,1,18,1,3,1,61,164,1
2422,18168.8418,1,38,4,14,1,4,4,63,118,5
2423,44152.16016,0,39,1,13,6,2,1,65,265,8
2424,5675.895508,1,27,4,12,1,3,1,71,185,10
2425,33712.96875,0,47,1,12,1,2,1,67,150,1
2426,84054.75,0,27,1,16,1,3,1,64,120,1
2427,84054.75,1,50,1,14,5,1,1,65,187,1
2428,49430.10938,1,35,1,12,1,4,1,68,170,14
2429,33712.96875,1,60,1,10,1,4,1,76,185,8
2430,23362.87305,0,34,1,6,1,4,3,62,165,13
2431,28560.38672,1,30,6,15,1,2,1,68,158,13
2432,38925.33594,0,39,1,16,1,1,1,59,115,2
2433,84054.75,0,29,1,18,6,2,1,60,125,2
2434,28560.38672,0,31,6,13,1,1,3,63,145,5
2435,49430.10938,0,41,1,16,1,2,3,62,120,3
2436,28560.38672,1,48,1,10,1,3,2,73,200,10
2437,44152.16016,1,30,1,12,1,1,1,69,170,13
2438,33712.96875,1,60,4,12,1,2,1,73,240,4
2439,38925.33594,0,34,6,16,1,2,1,66,145,5
2440,17171.26367,0,35,4,13,1,2,1,64,116,5
2441,28560.38672,1,56,4,12,1,2,1,70,175,14
2442,44152.16016,1,61,1,15,1,3,2,71,200,10
2443,33712.96875,0,35,1,17,1,1,1,64,140,2
2444,84054.75,0,39,1,16,4,4,1,62,107,2
2445,14021.39453,1,26,6,16,1,1,1,73,185,1
2446,18168.8418,1,61,4,12,1,2,1,71,215,8
2447,38925.33594,1,42,1,12,6,4,1,76,195,11
2448,84054.75,1,34,1,16,1,4,1,72,235,2
2449,38925.33594,0,54,1,13,1,4,1,65,130,5
2450,44152.16016,1,62,1,13,1,2,1,70,160,12
2451,44152.16016,1,59,1,12,1,1,3,69,154,12
2452,33712.96875,0,41,4,12,1,3,1,65,190,14
2453,84054.75,1,65,1,12,1,2,1,70,195,4
2454,28560.38672,1,33,6,12,1,2,1,70,175,8
2455,28560.38672,0,28,1,15,1,1,1,67,169,5
2456,16081.58789,1,57,6,14,1,4,1,72,195,14
2457,84054.75,1,35,1,12,1,3,1,75,210,10
2458,44152.16016,0,31,1,15,1,2,1,63,115,3
2459,49430.10938,0,26,1,14,1,4,1,62,115,8
2460,33712.96875,1,27,1,12,4,3,1,71,190,7
2461,28560.38672,1,42,6,16,1,2,1,66,138,15
2462,19237.19531,0,58,5,9,1,1,3,60,105,13
2463,38925.33594,1,42,1,12,1,2,1,69,170,11
2464,84054.75,1,37,6,16,1,1,1,68,170,2
2465,16081.58789,0,29,6,16,1,3,1,62,115,15
2466,49430.10938,0,48,1,18,4,2,1,63,125,2
2467,28560.38672,0,54,1,12,6,4,1,66,150,8
2468,33712.96875,0,25,6,16,1,3,2,65,110,4
2469,20305.50977,0,26,1,13,1,1,1,62,145,13
2470,33712.96875,0,46,1,12,5,1,1,62,130,4
2471,33712.96875,1,26,1,9,1,3,1,66,135,12
2472,84054.75,0,56,1,15,1,1,1,66,200,3
2473,49430.10938,0,28,1,14,4,2,1,64,115,2
2474,19237.19531,0,37,5,12,1,2,1,69,180,12
2475,28560.38672,1,28,6,15,1,2,1,71,140,2
2476,84054.75,1,30,1,12,1,1,1,70,185,13
2477,84054.75,1,42,1,10,1,2,1,70,205,4
2478,84054.75,0,58,1,12,1,3,1,68,154,5
2479,84054.75,0,50,1,12,1,3,1,64,170,5
2480,84054.75,0,35,1,15,1,1,2,64,142,5
2481,44152.16016,0,36,1,12,1,2,1,62,110,8
2482,84054.75,1,35,1,16,6,4,1,72,155,4
2483,84054.75,1,42,1,14,4,4,3,67,178,7
2484,28560.38672,0,44,4,15,4,2,1,62,135,5
2485,38925.33594,1,33,1,12,1,1,1,71,210,14
2486,28560.38672,1,60,5,12,4,1,1,67,204,7
2487,84054.75,0,48,1,12,1,4,3,61,125,8
2488,84054.75,0,41,1,17,1,2,3,67,150,1
2489,84054.75,1,37,1,16,1,3,2,79,285,12
2490,84054.75,0,33,1,16,1,4,1,68,150,3
2491,84054.75,0,43,1,16,1,2,4,64,180,2
2492,28560.38672,1,37,6,12,1,3,1,67,280,6
2493,44152.16016,0,47,4,14,1,2,1,66,215,2
2494,38925.33594,0,43,1,12,1,3,1,67,145,13
2495,44152.16016,0,25,1,13,3,3,1,65,156,5
2496,20305.50977,0,62,3,12,1,3,2,68,168,15
2497,44152.16016,1,31,1,12,4,4,1,70,155,8
2498,49430.10938,1,60,1,12,4,2,1,69,180,11
2499,84054.75,1,37,1,12,1,2,1,71,230,4
2500,28560.38672,0,55,1,18,6,2,1,62,125,2
2501,23362.87305,0,62,1,8,1,3,1,67,210,4
2502,84054.75,0,32,1,16,6,3,1,64,105,3
2503,84054.75,0,42,1,18,4,1,1,63,140,8
2504,15081.97559,1,55,1,9,6,2,1,69,155,11
2505,23362.87305,1,42,1,9,1,3,1,69,185,3
2506,33712.96875,1,31,1,12,1,1,2,68,173,3
2507,84054.75,1,35,1,18,1,3,1,70,150,1
2508,84054.75,1,44,1,12,1,4,1,64,155,14
2509,84054.75,0,37,1,18,4,1,2,64,180,2
2510,84054.75,0,51,1,16,1,3,1,61,145,4
2511,38925.33594,0,41,4,16,4,4,1,67,126,7
2512,38925.33594,0,44,1,13,1,2,1,66,150,4
2513,49430.10938,1,58,1,12,5,2,1,73,230,4
2514,84054.75,1,36,1,12,6,1,1,72,220,12
2515,33712.96875,0,42,1,16,1,1,2,65,190,2
2516,20305.50977,0,54,6,14,4,1,1,66,145,7
2517,84054.75,0,34,1,13,1,4,4,65,150,1
2518,33712.96875,0,56,4,12,1,2,2,66,170,2
2519,44152.16016,1,34,6,14,1,4,4,71,180,3
2520,84054.75,1,29,1,16,1,4,1,72,190,5
2521,23362.87305,0,33,4,14,1,3,1,69,140,5
2522,49430.10938,0,25,1,15,1,3,3,66,115,5
2523,38925.33594,1,55,4,14,1,2,1,75,230,2
2524,84054.75,0,28,1,13,1,3,1,62,175,5
2525,84054.75,1,33,1,18,4,2,1,71,230,2
2526,33712.96875,0,34,6,18,3,4,1,64,160,2
2527,20305.50977,0,37,1,11,1,1,1,66,135,5
2528,84054.75,1,29,1,14,1,1,3,69,180,8
2529,23362.87305,1,39,1,12,1,2,4,65,155,8
2530,84054.75,0,38,1,18,1,2,1,63,128,10
2531,28560.38672,1,34,1,11,1,3,1,70,140,12
2532,33712.96875,0,42,4,16,4,4,1,60,168,2
2533,7782.854004,1,40,4,12,1,2,1,69,290,11
2534,33712.96875,1,44,1,12,1,1,1,70,195,10
2535,84054.75,1,40,1,12,3,1,1,74,250,7
2536,49430.10938,0,34,1,16,1,3,1,66,200,2
2537,49430.10938,0,37,1,18,4,3,1,67,150,2
2538,49430.10938,1,34,6,16,1,4,4,66,133,4
2539,84054.75,0,42,1,12,1,4,1,66,147,1
2540,15081.97559,0,46,1,10,1,1,2,59,210,5
2541,84054.75,1,49,1,18,1,1,1,68,165,2
2542,38925.33594,0,41,1,12,1,3,1,63,145,13
2543,49430.10938,1,50,4,12,1,2,1,67,160,15
2544,84054.75,0,47,1,13,5,3,1,60,170,5
2545,33712.96875,0,33,1,12,1,2,3,65,200,8
2546,84054.75,1,44,1,12,1,3,2,66,180,1
2547,84054.75,0,41,1,16,4,3,3,62,165,2
2548,23362.87305,0,59,1,16,1,3,3,65,175,4
2549,84054.75,0,37,1,16,1,4,1,69,195,1
2550,44152.16016,1,39,1,12,2,2,1,70,168,10
2551,84054.75,0,37,1,17,1,1,1,62,140,2
2552,44152.16016,1,46,1,12,1,3,2,68,158,14
2553,84054.75,0,46,1,16,4,2,1,63,135,1
2554,17171.26367,1,42,6,12,1,3,1,70,160,10
2555,18168.8418,0,45,1,3,1,3,3,60,174,8
2556,49430.10938,1,52,1,18,1,4,2,73,225,2
2557,44152.16016,1,30,1,12,1,4,2,69,214,13
2558,44152.16016,1,62,1,12,1,2,1,70,207,12
2559,84054.75,1,38,5,14,1,3,1,66,165,1
2560,23362.87305,1,45,1,17,1,4,4,69,150,13
2561,23362.87305,0,42,2,7,6,4,3,65,110,6
2562,19237.19531,0,63,3,13,1,3,1,60,175,4
2563,20305.50977,0,28,4,12,1,2,1,63,200,5
2564,84054.75,1,44,1,16,6,4,4,67,152,4
2565,23362.87305,1,34,5,12,1,3,3,70,200,14
2566,49430.10938,0,26,1,14,1,4,1,66,120,12
2567,84054.75,0,32,1,15,1,1,1,69,135,2
2568,84054.75,1,40,1,13,3,4,4,74,192,5
2569,44152.16016,0,40,1,15,3,2,2,62,170,2
2570,84054.75,1,30,1,12,1,4,1,71,170,2
2571,84054.75,1,53,1,14,1,4,1,70,190,4
2572,38925.33594,0,34,1,12,1,1,1,61,200,8
2573,84054.75,1,44,1,14,2,3,1,72,185,5
2574,84054.75,1,50,5,14,5,1,1,71,170,4
2575,23362.87305,0,52,4,16,1,3,2,64,145,6
2576,44152.16016,1,33,1,12,4,2,1,71,235,13
2577,33712.96875,1,42,1,12,1,2,1,69,155,14
2578,28560.38672,1,30,6,16,1,2,1,67,170,15
2579,20305.50977,0,34,1,12,1,2,1,67,140,8
2580,84054.75,1,50,1,12,1,2,1,67,170,13
2581,23362.87305,1,35,1,12,1,3,1,66,180,11
2582,38925.33594,0,38,1,12,6,2,1,64,130,8
2583,23362.87305,0,44,1,14,6,2,1,65,140,9
2584,19237.19531,0,36,4,12,1,2,1,64,126,12
2585,84054.75,0,53,1,16,1,2,1,66,148,5
2586,49430.10938,0,32,1,9,1,3,1,64,170,3
2587,23362.87305,1,43,6,17,6,1,1,71,150,4
2588,33712.96875,1,47,1,13,4,2,1,71,200,8
2589,16081.58789,0,50,1,12,6,3,1,63,130,5
2590,33712.96875,0,51,4,17,1,2,2,67,501,2
2591,28560.38672,0,62,4,12,1,3,1,66,129,2
2592,12954.76563,0,30,1,9,3,3,3,60,120,6
2593,11953.45508,1,27,4,11,1,3,1,70,175,13
2594,14021.39453,0,61,1,12,3,3,2,65,190,8
2595,28560.38672,1,37,1,11,1,2,1,73,230,11
2596,84054.75,0,29,1,16,1,4,1,66,116,2
2597,38925.33594,1,60,1,13,4,1,1,64,130,5
2598,84054.75,1,38,1,12,1,3,1,73,185,4
2599,84054.75,1,47,1,15,2,2,1,71,165,2
2600,84054.75,0,30,1,13,1,3,1,67,148,5
2601,38925.33594,0,49,1,12,1,2,1,64,145,13
2602,84054.75,0,40,1,13,4,2,1,66,190,5
2603,84054.75,0,29,1,13,1,2,1,69,125,4
2604,49430.10938,0,37,1,16,1,1,1,63,125,2
2605,49430.10938,0,53,4,17,4,1,1,66,190,2
2606,84054.75,1,44,1,12,1,3,2,67,180,13
2607,20305.50977,0,30,6,13,4,2,1,67,200,5
2608,84054.75,0,39,1,12,1,1,1,63,130,13
2609,44152.16016,1,46,1,12,1,2,1,70,174,13
2610,23362.87305,0,31,1,12,1,3,3,66,130,8
2611,38925.33594,1,53,1,16,2,2,1,66,130,5
2612,84054.75,0,31,6,16,1,2,1,68,160,8
2613,33712.96875,0,29,1,14,1,3,1,62,214,4
2614,84054.75,1,58,1,12,1,2,1,68,184,10
2615,44152.16016,0,61,1,16,1,3,1,68,160,3
2616,28560.38672,1,28,6,12,1,1,1,69,185,13
2617,28560.38672,0,26,6,17,3,2,1,65,95,2
2618,84054.75,1,45,1,18,4,1,1,74,200,2
2619,33712.96875,1,25,1,8,1,3,1,70,135,10
2620,33712.96875,0,35,4,12,1,2,1,64,120,8
2621,84054.75,1,37,5,16,4,4,3,72,180,7
2622,19237.19531,0,38,1,14,6,2,1,68,200,8
2623,33712.96875,1,26,6,14,1,2,1,72,165,9
2624,38925.33594,0,37,1,12,1,4,4,65,138,13
2625,84054.75,0,40,1,11,1,2,1,61,120,5
2626,9857.505859,1,64,4,12,4,2,2,69,200,5
2627,38925.33594,0,46,1,12,6,2,1,66,501,8
2628,44152.16016,1,42,1,18,1,2,1,71,185,1
2629,84054.75,0,34,1,12,1,1,2,63,150,3
2630,33712.96875,0,30,1,11,1,1,4,64,135,8
2631,84054.75,1,39,1,14,1,4,1,73,215,1
2632,33712.96875,1,37,1,13,1,2,1,74,180,14
2633,28560.38672,1,37,1,14,1,4,1,72,195,2
2634,8826.651367,0,25,1,13,1,1,1,64,130,8
2635,38925.33594,0,63,1,13,6,3,1,69,176,5
2636,84054.75,1,50,1,18,1,2,4,70,160,2
2637,84054.75,1,64,1,12,1,1,1,71,179,13
2638,44152.16016,1,44,1,16,1,1,1,71,200,1
2639,84054.75,0,40,1,12,1,4,2,68,160,5
2640,33712.96875,0,40,2,18,4,2,1,64,170,2
2641,84054.75,1,33,1,18,1,4,4,66,175,2
2642,84054.75,1,25,1,16,1,3,1,76,250,4
2643,44152.16016,1,60,1,13,1,1,1,70,175,11
2644,84054.75,0,49,1,14,4,2,1,65,155,5
2645,28560.38672,0,29,6,18,2,3,2,64,147,1
2646,84054.75,1,52,1,12,4,1,1,74,255,14
2647,28560.38672,0,33,1,13,1,3,1,66,120,3
2648,84054.75,0,49,1,16,1,4,1,63,107,8
2649,33712.96875,1,53,1,12,1,3,2,74,270,14
2650,84054.75,1,34,1,14,2,1,2,71,150,2
2651,44152.16016,1,27,6,16,2,3,3,73,185,1
2652,14021.39453,0,28,5,11,1,3,2,63,145,5
2653,23362.87305,0,40,1,13,1,4,1,62,230,1
2654,28560.38672,1,47,6,12,1,2,1,68,200,15
2655,23362.87305,1,32,6,16,1,2,1,66,501,1
2656,19237.19531,0,28,6,16,1,3,1,70,135,1
2657,9857.505859,0,56,5,12,1,3,2,69,256,13
2658,84054.75,0,45,1,16,6,1,1,62,140,2
2659,6711.287598,0,25,6,13,1,2,2,63,169,8
2660,84054.75,1,56,1,17,1,2,1,73,186,2
2661,28560.38672,0,40,1,18,1,4,1,69,130,2
2662,49430.10938,1,37,1,15,1,2,1,74,215,1
2663,7782.854004,0,62,3,9,1,2,1,62,160,13
2664,38925.33594,1,31,1,18,4,2,1,71,170,2
2665,84054.75,1,29,5,12,1,4,1,71,144,15
2666,10865.42871,0,39,4,9,1,2,1,64,125,8
2667,44152.16016,1,37,1,13,1,4,1,70,150,4
2668,49430.10938,0,48,1,12,1,2,1,66,155,8
2669,84054.75,1,35,1,16,1,4,1,74,230,2
2670,49430.10938,0,50,1,14,1,3,1,64,175,5
2671,84054.75,1,42,1,12,1,3,1,70,210,15
2672,44152.16016,0,36,6,16,1,4,1,62,135,4
